,Contracts_id,Label,New_cardsex,New_amount,New_paiduprmb,Appointcnt,A,B,C,D,E,F,G,H,I,Clascnt,Diffday,Attended,Class_fee,predictLabels
424650,424651,2,1,8.0,64800.0,0,0,0,0,0,0,0,0,0,0,142,27,141,0.0021,1
424651,424652,2,2,4.0,31800.0,1,0,0,0,150,0,0,0,0,0,150,23,92,0.0047,1
424652,424653,2,2,5.0,38800.0,0,0,0,0,0,0,0,0,0,0,164,25,163,0.0042,1
424656,424657,2,1,5.0,34800.0,1,0,0,0,0,0,0,0,0,0,151,24,148,0.0043,1
424658,424659,2,1,3.0,32800.0,0,0,172,0,0,0,0,0,0,0,172,9,170,0.0052,1
424660,424661,2,2,4.0,39800.0,1,0,0,0,0,0,0,0,0,0,103,28,97,0.0025,1
424662,424663,2,0,5.0,38800.0,5,0,0,0,250,0,0,0,0,0,250,18,200,0.0064,1
424663,424664,2,0,5.0,38800.0,0,0,0,0,0,0,0,0,0,0,17,6,17,0.0004,1
424666,424667,2,2,6.0,42800.0,0,0,0,0,0,0,0,0,0,0,305,28,273,0.0071,1
424668,424669,2,0,4.0,34800.0,0,0,26,0,0,0,0,0,0,0,26,23,24,0.0007,1
424670,424671,2,0,5.0,33800.0,0,0,0,0,0,0,0,0,0,0,92,14,90,0.0027,1
424674,424675,2,0,6.0,38800.0,0,0,0,0,0,0,0,0,0,0,55,23,47,0.0014,1
424679,424680,2,0,4.0,34800.0,2,0,0,0,0,0,0,0,0,52,52,11,42,0.0014,1
424682,424683,2,0,5.0,39800.0,1,0,0,0,0,0,0,0,0,34,34,7,18,0.0008,1
424684,424685,2,2,4.0,33800.0,1,0,0,0,0,0,0,0,0,0,62,20,46,0.0018,1
424688,424689,2,0,5.0,34010.0,1,0,0,0,0,0,0,0,0,54,108,12,84,0.0031,1
424689,424690,2,2,5.0,39800.0,3,0,0,0,0,0,0,0,0,0,270,28,216,0.0067,1
424691,424692,2,1,4.0,35800.0,1,0,0,0,115,115,0,0,0,0,460,27,456,0.0128,1
424695,424696,2,2,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,30,10,30,0.0007,1
424703,424704,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,17,5,16,0.0004,1
424705,424706,2,0,4.0,32600.0,2,0,0,0,0,0,0,0,0,0,240,21,228,0.0073,1
424708,424709,2,0,2.0,25700.0,0,0,0,0,0,0,0,0,0,0,34,21,32,0.0013,1
424709,424710,2,1,5.0,35800.0,0,0,0,0,0,0,0,0,0,0,112,26,94,0.0031,1
424713,424714,2,0,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,97,23,97,0.0024,1
424716,424717,2,1,2.0,36200.0,0,0,0,0,0,0,0,0,0,0,88,28,80,0.0024,1
424718,424719,2,0,5.0,34010.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,1
424724,424725,2,0,3.0,35400.0,3,0,0,0,3555,3555,0,0,0,0,17775,28,17595,0.5021,1
424725,424726,2,0,3.0,32200.0,0,0,0,0,50,50,0,0,0,0,100,14,82,0.0031,1
424729,424730,2,0,6.0,43800.0,2,0,0,0,208,208,0,0,0,0,624,19,612,0.0142,1
424731,424732,2,2,5.0,41800.0,1,0,0,0,157,157,0,0,0,0,471,25,456,0.0112,1
424732,424733,2,2,3.0,38300.0,2,0,0,0,0,0,0,0,0,0,270,26,252,0.006999999999999999,1
424733,424734,2,2,5.0,35800.0,0,0,0,0,91,91,0,0,0,0,273,20,189,0.0076,1
424734,424735,2,2,6.0,45800.0,0,0,0,0,0,0,0,0,0,0,54,28,53,0.0011,1
424735,424736,2,1,4.0,38800.0,0,0,0,0,0,0,0,0,0,0,150,28,139,0.0038,1
424736,424737,2,2,5.0,35800.0,0,0,0,0,0,0,0,0,0,0,99,17,97,0.0027,1
424738,424739,2,2,4.0,35800.0,0,0,0,0,0,0,0,0,0,0,59,24,49,0.0016,1
424739,424740,2,0,7.0,46800.0,0,0,0,0,0,0,0,0,0,0,302,27,296,0.0064,1
424741,424742,2,0,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,175,28,151,0.005,1
424743,424744,2,2,4.0,33900.0,0,0,0,0,0,0,0,0,0,0,8,12,7,0.0002,1
424744,424745,2,0,3.0,32800.0,1,0,0,0,0,0,0,0,0,0,346,28,308,0.0105,1
424745,424746,2,0,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,202,25,190,0.0053,1
424752,424753,2,1,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,111,28,100,0.0027,1
424754,424755,2,1,5.0,43800.0,1,0,0,0,0,0,0,0,0,210,210,28,204,0.0047,1
424755,424756,2,1,4.0,32800.0,3,0,0,0,1368,0,0,0,0,0,1368,24,1350,0.0417,1
424756,424757,2,1,3.0,31100.0,0,0,0,0,0,0,0,0,0,0,166,26,128,0.0053,1
424764,424765,2,2,7.0,51300.0,1,0,0,0,0,0,0,0,0,0,476,24,368,0.0092,1
424767,424768,2,1,5.0,32800.0,2,0,0,0,0,0,0,0,0,0,362,28,286,0.011000000000000001,1
424768,424769,2,0,3.0,33300.0,0,0,0,0,0,0,0,0,0,0,124,25,104,0.0037,1
424780,424781,2,2,3.0,28000.0,1,0,0,0,0,0,0,0,0,0,282,28,276,0.01,1
424784,424785,2,2,4.0,40800.0,0,0,0,0,0,0,0,0,0,0,42,7,41,0.001,1
424786,424787,2,1,3.0,32800.0,3,0,0,0,0,0,0,0,0,156,156,15,144,0.0047,1
424789,424790,2,1,4.0,35800.0,1,0,0,0,0,0,0,0,0,0,68,20,60,0.0018,1
424795,424796,2,1,3.0,36600.0,1,0,0,0,0,0,0,0,0,0,130,28,128,0.0035,1
424799,424800,2,0,8.0,60800.0,3,0,0,0,0,0,0,0,0,537,1074,27,966,0.0176,1
424803,424804,2,0,4.0,30200.0,0,0,0,0,0,0,0,0,0,0,24,20,18,0.0007,1
424804,424805,2,1,5.0,42800.0,0,0,0,0,0,0,0,0,0,0,105,24,87,0.0024,1
424810,424811,2,0,4.0,32800.0,0,0,0,0,0,0,0,0,0,0,118,23,101,0.0035,1
424819,424820,2,0,5.0,36800.0,0,0,0,0,0,0,0,0,0,0,56,26,51,0.0015,1
424821,424822,2,1,3.0,35800.0,1,0,0,0,0,0,0,0,0,0,418,25,416,0.0116,1
424822,424823,2,1,5.0,39800.0,2,0,0,0,0,0,0,0,0,70,70,7,68,0.0017,1
424823,424824,2,1,3.0,27220.0,1,0,0,0,0,0,0,158,0,0,474,26,432,0.0174,1
424833,424834,2,1,3.0,35600.0,0,0,0,0,0,0,0,0,0,0,3,27,2,0.0,1
424838,424839,2,0,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,49,17,38,0.0012,1
424839,424840,2,2,5.0,39800.0,1,0,0,0,0,0,0,302,0,0,604,27,556,0.0151,1
424840,424841,2,0,3.0,34800.0,0,0,0,0,0,0,0,0,0,0,133,27,111,0.0038,1
424844,424845,2,1,5.0,34460.0,0,0,0,0,0,0,0,0,0,0,168,27,158,0.0048,1
424846,424847,2,0,4.0,34800.0,3,0,0,0,0,0,0,0,0,339,339,13,315,0.0097,1
424848,424849,2,2,4.0,35800.0,2,0,0,0,0,0,0,0,0,0,22,22,20,0.0006,1
424852,424853,2,1,4.0,34300.0,1,0,0,0,10,0,0,0,0,0,10,2,8,0.0002,1
424854,424855,2,2,5.0,42300.0,1,0,0,0,0,0,0,0,0,0,154,25,152,0.0036,1
424965,424966,2,2,5.0,39800.0,3,0,0,0,0,0,0,0,0,0,1530,23,1476,0.0384,1
425116,425117,2,0,2.0,29600.0,1,0,0,0,654,0,0,0,0,0,654,30,642,0.022000000000000002,1
425126,425127,2,2,4.0,34800.0,3,0,0,0,0,0,0,0,0,0,162,29,132,0.0046,1
425130,425131,2,0,5.0,41600.0,0,0,0,0,0,896,0,0,0,0,5376,31,5304,0.1292,1
425132,425133,2,0,5.0,39800.0,0,0,0,0,0,816,0,0,408,0,1428,29,1211,0.0358,1
425135,425136,2,0,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,118,24,110,0.0029,1
425145,425146,2,2,5.0,40000.0,1,0,0,0,0,0,0,0,0,0,116,28,100,0.0029,1
425156,425157,2,1,6.0,42800.0,0,0,0,0,0,0,0,0,0,0,128,15,104,0.0029,1
425158,425159,2,1,5.0,36800.0,0,0,0,0,0,0,0,0,0,0,111,24,103,0.003,1
425168,425169,2,0,5.0,39800.0,3,0,0,0,0,0,0,0,0,0,36,5,36,0.0009,1
425170,425171,2,0,3.0,38200.0,0,0,0,0,0,0,0,0,0,0,124,31,112,0.0032,1
425172,425173,2,1,4.0,30600.0,2,0,0,0,0,688,0,0,0,0,2064,31,1848,0.0674,1
425175,425176,2,2,6.0,39800.0,0,0,0,0,0,0,0,0,0,0,79,24,75,0.0019,1
425180,425181,2,0,3.0,32800.0,0,0,0,0,133,133,0,0,0,0,798,30,738,0.0243,1
425193,425194,2,0,3.0,35200.0,0,0,0,0,0,0,0,0,0,0,147,29,136,0.0041,1
425197,425198,2,1,3.0,31801.0,0,0,0,0,0,0,0,0,0,0,93,28,88,0.0029,1
425207,425208,2,0,6.0,44300.0,1,0,0,0,0,0,0,0,0,0,456,31,432,0.0102,1
425213,425214,2,1,4.0,33600.0,1,0,0,0,0,0,0,0,0,0,148,25,146,0.0044,1
425217,425218,2,1,5.0,42800.0,0,0,0,0,0,0,0,0,0,0,90,31,88,0.0021,1
425229,425230,2,0,4.0,34600.0,0,0,0,0,0,0,0,322,0,0,322,30,304,0.0093,1
425235,425236,2,2,7.0,46800.0,0,0,0,0,0,0,0,0,0,0,104,30,98,0.0022,1
425250,425251,2,2,5.0,39800.0,2,0,0,0,0,0,0,0,0,0,88,6,78,0.0022,1
425264,425265,2,0,2.0,24800.0,1,0,20,0,0,0,0,0,0,0,20,25,18,0.0008,1
425267,425268,2,0,6.0,47800.0,0,0,0,0,127,0,0,0,0,0,127,30,126,0.0026,1
425272,425273,2,2,5.0,42800.0,0,0,0,0,0,0,0,0,0,0,185,30,176,0.0043,1
425273,425274,2,0,5.0,34800.0,0,0,0,0,0,0,0,0,0,0,87,25,78,0.0025,1
425274,425275,2,0,5.0,39800.0,1,0,0,0,1058,0,0,0,0,0,1587,30,1458,0.0398,1
425275,425276,2,2,4.0,36800.0,0,0,0,0,320,0,0,0,0,0,320,30,286,0.0086,1
425283,425284,2,0,6.0,46800.0,0,0,117,0,0,0,0,0,0,0,234,13,206,0.005,1
425287,425288,2,0,5.0,35800.0,2,0,240,0,0,0,0,0,0,0,240,26,196,0.0067,1
425291,425292,2,0,5.0,40800.0,0,0,0,0,0,378,0,0,0,0,756,30,720,0.0185,1
425292,425293,2,2,5.0,116800.0,0,0,0,0,0,0,0,0,0,0,73,24,52,0.0006,1
425297,425298,2,0,3.0,36400.0,1,0,0,0,0,0,0,0,0,0,117,30,109,0.0032,1
425298,425299,2,0,7.0,54800.0,1,0,0,0,0,0,0,0,0,444,444,30,430,0.0081,1
425316,425317,2,2,4.0,33800.0,0,0,0,0,0,0,0,0,0,0,76,23,69,0.0022,1
425323,425324,2,1,5.0,39800.0,1,0,0,0,319,0,0,0,0,0,319,30,297,0.008,1
425326,425327,2,0,4.0,40800.0,0,0,0,0,0,0,0,0,0,0,67,23,58,0.0016,1
425327,425328,2,1,7.0,45800.0,1,0,0,0,0,0,0,0,0,0,79,13,71,0.0017,1
425328,425329,2,1,6.0,39800.0,1,0,0,0,0,0,0,0,148,0,148,28,130,0.0037,1
425330,425331,2,1,4.0,34200.0,1,0,0,0,0,0,0,0,0,0,142,28,139,0.0041,1
425331,425332,2,2,6.0,47900.0,1,0,0,0,0,0,0,0,0,0,123,29,117,0.0025,1
425333,425334,2,0,4.0,27800.0,0,0,0,0,0,0,0,0,0,0,189,30,183,0.0067,1
425336,425337,2,0,4.0,39800.0,0,0,0,0,0,0,0,0,0,0,155,30,145,0.0038,1
425347,425348,2,1,6.0,49800.0,0,0,348,0,1044,0,0,0,0,0,1392,29,1016,0.0279,1
425348,425349,2,0,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,238,28,228,0.0074,1
425350,425351,2,2,4.0,29800.0,1,0,0,0,0,0,0,0,0,0,222,30,211,0.0074,1
425355,425356,2,0,7.0,56800.0,0,0,0,0,0,190,0,0,0,0,380,29,364,0.0066,1
425359,425360,2,2,7.0,70420.0,0,0,0,0,0,706,0,0,0,0,706,29,684,0.01,1
425360,425361,2,1,7.0,47400.0,1,0,0,0,0,0,0,0,0,0,590,29,572,0.0124,1
425372,425373,2,0,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,132,24,120,0.0037,1
425373,425374,2,0,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,164,15,134,0.0047,1
425376,425377,2,0,6.0,46800.0,1,0,714,0,0,0,0,0,0,0,1428,29,1388,0.0305,1
425380,425381,2,0,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,48,8,42,0.0015,1
425389,425390,2,0,5.0,39800.0,1,0,0,0,616,0,0,0,0,0,616,29,540,0.0154,1
425396,425397,2,0,5.0,36800.0,0,0,0,0,0,0,0,0,0,0,271,25,220,0.0073,1
425412,425413,2,1,4.0,36800.0,1,0,198,0,0,0,0,0,0,0,198,29,173,0.0053,1
425413,425414,2,2,5.0,39800.0,2,0,0,0,0,0,0,0,144,0,288,26,240,0.0072,1
425417,425418,2,2,6.0,39800.0,0,0,0,0,0,0,0,0,0,0,139,22,131,0.0034,1
425418,425419,2,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,196,26,189,0.0,1
425421,425422,2,0,4.0,35800.0,2,0,0,0,0,0,0,0,0,0,180,23,160,0.005,1
425423,425424,2,1,6.0,46800.0,0,0,0,0,0,0,0,0,0,0,42,19,39,0.0008,1
425424,425425,2,1,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,255,29,242,0.0069,1
425427,425428,2,0,6.0,46800.0,1,0,0,0,0,0,0,0,0,0,232,28,223,0.0049,1
425428,425429,2,0,5.0,35800.0,0,0,0,0,0,0,0,0,0,0,296,26,264,0.0082,1
425429,425430,2,0,7.0,46800.0,2,0,0,0,0,0,0,0,0,0,400,27,352,0.0085,1
425430,425431,2,2,4.0,35800.0,0,0,0,0,0,0,0,0,0,0,241,24,228,0.0067,1
425432,425433,2,0,5.0,39800.0,2,0,0,0,0,0,0,0,0,0,2060,29,1880,0.0517,1
425438,425439,2,2,5.0,20000.0,5,0,0,0,0,0,0,0,0,0,540,13,540,0.027000000000000003,1
425440,425441,2,0,4.0,35600.0,0,0,0,0,0,9900,0,0,1485,0,11385,28,10281,0.3198,1
425443,425444,2,0,5.0,42800.0,0,0,0,0,0,0,0,0,0,0,115,25,96,0.0026,1
425452,425453,2,0,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,181,17,175,0.0045,1
425454,425455,2,0,6.0,46800.0,6,0,0,0,1140,0,0,0,0,0,4560,29,3840,0.0974,1
425457,425458,2,0,4.0,40800.0,0,0,0,0,0,0,0,0,0,0,65,14,51,0.0015,1
425464,425465,2,0,4.0,36600.0,1,0,0,0,0,0,0,0,0,0,188,28,167,0.0051,1
425466,425467,2,1,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,78,22,74,0.0019,1
425467,425468,2,0,6.0,44800.0,0,0,0,0,0,0,0,0,0,0,153,23,149,0.0034,1
425477,425478,2,1,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,34,14,34,0.001,1
425480,425481,2,2,5.0,36600.0,1,0,0,0,0,0,0,0,0,0,97,28,94,0.0026,1
425484,425485,2,0,5.0,42800.0,2,0,0,0,0,0,0,0,0,0,2592,28,2416,0.0605,1
425485,425486,2,2,8.0,0.0,0,0,0,0,0,0,0,0,0,0,98,24,92,0.0,1
425490,425491,2,1,6.0,43800.0,0,0,0,0,0,0,0,0,0,0,162,16,152,0.0036,1
425491,425492,2,2,5.0,35800.0,1,0,0,0,0,0,0,0,0,0,128,28,122,0.0035,1
425495,425496,2,0,4.0,36900.0,0,0,0,0,96,0,0,0,0,0,96,27,94,0.0026,1
425499,425500,2,1,6.0,38800.0,2,0,0,0,0,0,0,0,0,0,420,28,386,0.0108,1
425510,425511,2,0,5.0,36300.0,2,0,0,0,0,0,0,0,0,0,708,26,664,0.0195,1
425513,425514,2,1,4.0,36200.0,0,0,0,0,118,118,0,0,0,0,236,26,232,0.0065,1
425514,425515,2,1,5.0,35800.0,0,0,0,0,111,0,0,0,0,0,111,18,110,0.0031,1
425515,425516,2,0,4.0,32800.0,1,0,0,0,0,0,0,0,0,89,89,25,83,0.0027,1
425516,425517,2,1,5.0,34300.0,1,0,0,0,0,0,0,0,0,0,55,27,54,0.0016,1
425518,425519,2,0,5.0,34800.0,0,0,0,0,61,61,0,0,0,0,122,14,118,0.0035,1
425522,425523,2,0,4.0,32800.0,4,0,0,0,408,204,0,0,0,0,612,28,564,0.0186,1
425528,425529,2,1,3.0,32800.0,3,0,0,0,0,0,0,0,0,36,36,14,36,0.001,1
425532,425533,2,0,5.0,38800.0,1,0,0,0,0,0,0,0,0,0,223,28,198,0.0057,1
425535,425536,2,1,6.0,44800.0,0,0,0,0,0,0,0,0,0,0,154,27,151,0.0034,1
425538,425539,2,0,4.0,36600.0,1,0,0,0,0,0,0,0,0,0,820,28,768,0.0224,1
425543,425544,2,2,3.0,34600.0,1,0,0,0,128,0,0,0,0,0,128,25,124,0.0036,1
425546,425547,2,2,3.0,34600.0,2,0,0,0,412,0,0,0,0,412,824,28,648,0.0238,1
425548,425549,2,0,4.0,38400.0,1,0,0,0,0,0,0,0,0,0,45,28,44,0.0011,1
425552,425553,2,1,5.0,39800.0,2,0,848,0,0,0,0,0,0,0,1272,19,1200,0.0319,1
425555,425556,2,1,7.0,46400.0,1,0,0,0,0,0,0,0,0,0,100,28,90,0.0021,1
425560,425561,2,0,4.0,34800.0,2,0,0,0,0,0,0,0,0,494,1482,23,1350,0.0425,1
425561,425562,2,1,5.0,33800.0,0,0,0,0,0,0,0,0,0,0,129,14,118,0.0038,1
425563,425564,2,0,5.0,38800.0,2,0,0,0,0,0,0,0,0,244,244,21,236,0.0062,1
425566,425567,2,0,3.0,26720.0,1,0,0,0,0,0,0,0,0,0,523,27,515,0.0195,1
425572,425573,2,1,5.0,39800.0,1,0,0,0,0,0,0,0,0,90,90,13,82,0.0022,1
425577,425578,2,0,7.0,53800.0,0,0,0,0,0,0,0,0,0,0,534,27,484,0.0099,1
425579,425580,2,0,3.0,29800.0,1,0,0,0,0,0,0,0,0,0,165,23,153,0.0055,1
425582,425583,2,2,8.0,67920.0,1,0,0,0,74,0,0,0,0,0,148,17,144,0.0021,1
425587,425588,2,2,7.0,55800.0,0,0,0,0,0,0,0,0,0,0,338,27,312,0.006,1
425590,425591,2,0,7.0,44100.0,0,0,0,0,0,0,0,0,0,0,208,27,202,0.0047,1
425592,425593,2,2,4.0,38800.0,1,0,0,0,0,0,0,0,0,0,309,27,302,0.0079,1
425595,425596,2,1,4.0,30700.0,1,0,0,0,414,0,0,0,0,828,1242,27,1212,0.0404,1
425596,425597,2,1,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,368,27,306,0.0092,1
425604,425605,2,2,4.0,32800.0,1,0,0,0,0,0,0,0,0,0,48,17,47,0.0014,1
425612,425613,2,0,6.0,39800.0,2,0,0,0,0,0,0,0,0,0,252,27,244,0.0063,1
425615,425616,2,0,6.0,39300.0,2,0,0,0,90,0,0,0,90,90,270,21,270,0.0068,1
425624,425625,2,1,5.0,39800.0,2,0,0,0,0,0,0,0,0,0,72,14,54,0.0018,1
425625,425626,2,2,6.0,39800.0,0,0,0,0,0,0,0,0,0,0,32,27,31,0.0008,1
425635,425636,2,2,7.0,54800.0,1,0,0,0,0,0,0,0,0,0,274,27,271,0.005,1
425636,425637,2,0,4.0,30600.0,0,0,0,0,0,0,0,0,0,0,86,16,59,0.0028,1
425638,425639,2,0,4.0,31588.0,1,0,0,0,0,0,0,0,0,0,52,20,51,0.0016,1
425639,425640,2,2,5.0,38582.0,0,0,0,0,0,0,0,0,0,0,80,20,70,0.002,1
425640,425641,2,0,4.0,39800.0,1,0,0,0,0,0,0,0,0,0,1296,27,1256,0.0325,1
425641,425642,2,0,5.0,38582.0,0,0,0,0,0,0,0,0,0,0,23,26,21,0.0005,1
425643,425644,2,0,4.0,28620.0,1,0,204,0,0,0,0,0,0,0,204,24,177,0.0071,1
425644,425645,2,0,3.0,26800.0,1,0,0,0,0,684,0,0,0,0,741,24,702,0.0276,1
425645,425646,2,1,4.0,39800.0,0,0,0,0,0,0,0,0,0,0,109,27,105,0.0027,1
425648,425649,2,0,3.0,36400.0,1,0,94,0,0,0,0,0,0,188,376,27,332,0.0103,1
425649,425650,2,0,3.0,31200.0,1,0,0,0,0,0,0,0,0,0,610,27,597,0.0195,1
425651,425652,2,2,6.0,42800.0,0,0,0,0,0,0,0,0,0,0,48,17,47,0.0011,1
425659,425660,2,0,4.0,34800.0,3,0,588,0,0,0,0,0,0,882,4116,26,4074,0.1182,1
425661,425662,2,2,7.0,48600.0,0,0,0,0,0,0,0,0,0,0,188,24,179,0.0038,1
425664,425665,2,1,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,36,16,35,0.001,1
425669,425670,2,0,4.0,31800.0,0,0,0,0,0,0,0,0,0,807,807,24,774,0.0253,1
425671,425672,2,2,4.0,32800.0,1,0,0,0,0,0,0,0,0,0,246,24,240,0.0075,1
425672,425673,2,0,4.0,34800.0,1,0,148,0,0,0,0,0,0,0,296,22,278,0.0085,1
425675,425676,2,0,3.0,26800.0,1,0,0,0,0,0,0,0,168,0,336,20,320,0.0125,1
425678,425679,2,0,5.0,39800.0,1,0,0,0,210,0,0,0,0,0,210,17,140,0.0052,1
425679,425680,2,1,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,30,19,19,0.0009,1
425680,425681,2,2,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,95,19,86,0.0025,1
425681,425682,2,1,4.0,34800.0,0,0,0,0,148,0,0,0,0,0,148,18,132,0.0042,1
425686,425687,2,0,5.0,39800.0,1,0,0,0,38,0,0,0,0,0,38,27,36,0.0009,1
425688,425689,2,2,4.0,34780.0,1,0,60,0,0,0,0,0,0,60,120,27,114,0.0034,1
425690,425691,2,0,5.0,38800.0,0,0,0,0,0,0,0,0,0,0,154,26,138,0.0039,1
425692,425693,2,2,7.0,46800.0,0,0,0,0,0,0,0,0,0,0,442,26,400,0.0094,1
425696,425697,2,0,5.0,47800.0,0,0,0,0,0,0,0,210,0,0,210,15,210,0.0043,1
425700,425701,2,0,2.0,28460.0,0,0,0,0,0,0,0,0,0,0,80,25,68,0.0028,1
425706,425707,2,0,4.0,34800.0,0,0,0,0,0,0,0,12,0,0,12,13,12,0.0003,1
425707,425708,2,0,5.0,36800.0,1,0,0,0,0,0,0,0,0,0,107,26,67,0.0029,1
425712,425713,2,0,4.0,26500.0,0,0,0,0,0,0,0,0,0,0,49,25,47,0.0018,1
425714,425715,2,1,5.0,39800.0,0,0,0,0,0,0,0,16,0,0,16,17,15,0.0004,1
425715,425716,2,0,4.0,30120.0,1,0,0,0,0,0,0,0,0,0,22,4,21,0.0007,1
425716,425717,2,0,4.0,32800.0,0,0,0,0,0,0,0,54,0,0,54,16,53,0.0016,1
425720,425721,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,232,232,25,226,0.0063,1
425721,425722,2,0,4.0,29320.0,1,0,37,0,0,0,0,0,0,0,37,25,31,0.0012,1
425729,425730,2,1,7.0,61800.0,0,0,0,0,0,0,0,0,0,0,24,22,24,0.0003,1
425733,425734,2,0,3.0,30000.0,2,0,0,0,0,0,0,0,0,0,4,21,4,0.0001,1
425740,425741,2,2,4.0,35800.0,1,0,0,0,0,0,0,0,0,0,79,21,74,0.0022,1
425741,425742,2,0,4.0,31120.0,1,0,0,0,0,0,0,0,0,0,198,24,192,0.0063,1
425742,425743,2,2,1.0,0.0,0,0,0,0,0,0,0,1,1,0,2,0,2,0.0,1
425743,425744,2,2,1.0,0.0,0,0,0,0,0,0,0,1,1,0,5,0,5,0.0,1
425744,425745,2,2,1.0,0.0,0,0,0,0,0,1,0,1,0,0,3,0,3,0.0,1
425747,425748,2,2,5.0,39000.0,1,0,0,0,0,0,0,0,0,0,162,26,149,0.0041,1
425750,425751,2,2,3.0,32800.0,0,0,0,0,0,0,0,140,0,0,140,25,133,0.0042,1
425753,425754,2,1,5.0,33800.0,2,0,0,0,0,0,0,0,0,0,352,23,332,0.0104,1
425754,425755,2,1,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,230,25,225,0.0057,1
425755,425756,2,2,4.0,33800.0,1,0,0,0,0,0,0,0,0,0,136,24,131,0.004,1
425757,425758,2,1,5.0,38800.0,2,0,0,0,0,0,0,0,0,0,32,22,24,0.0008,1
425758,425759,2,0,5.0,36800.0,1,0,0,0,0,0,0,0,0,0,235,26,229,0.0063,1
425760,425761,2,0,4.0,33800.0,1,0,0,0,0,0,0,0,0,0,40,18,40,0.0011,1
425762,425763,2,2,4.0,34600.0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.0,1
425765,425766,2,0,2.0,30800.0,0,0,0,0,0,0,0,156,0,0,156,18,150,0.005,1
425767,425768,2,0,5.0,37004.0,1,0,110,0,0,0,0,0,0,0,110,21,106,0.0029,1
425768,425769,2,0,5.0,42800.0,2,0,0,0,334,0,0,0,0,0,334,25,280,0.0078,1
425769,425770,2,2,4.0,10500.0,0,0,464,0,0,0,0,232,0,0,696,20,540,0.0662,1
425772,425773,2,0,3.0,27600.0,0,0,0,0,0,0,0,71,0,0,71,19,69,0.0025,1
425773,425774,2,0,5.0,40800.0,0,0,72,0,0,0,0,0,0,0,144,8,136,0.0035,1
425774,425775,2,2,5.0,34100.0,1,0,0,0,0,0,0,0,0,0,150,25,138,0.0043,1
425780,425781,2,2,7.0,56800.0,1,0,0,0,0,0,0,0,0,0,278,25,230,0.0048,1
425784,425785,2,0,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,868,25,738,0.0272,1
425789,425790,2,1,5.0,42800.0,1,0,0,0,0,0,0,0,0,0,56,8,50,0.0013,1
425795,425796,2,2,4.0,34724.0,1,0,143,0,0,0,0,0,0,0,143,25,132,0.0041,1
425800,425801,2,0,4.0,32104.0,1,0,213,0,0,0,0,0,0,0,639,25,576,0.0199,1
425802,425803,2,0,5.0,40800.0,1,0,164,0,0,0,0,0,0,0,164,25,159,0.004,1
425805,425806,2,0,5.0,34800.0,1,0,0,0,0,0,0,0,0,0,50,25,45,0.0014,1
425806,425807,2,0,4.0,39800.0,1,0,0,0,0,0,0,0,0,0,120,25,108,0.003,1
425811,425812,2,0,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,578,22,434,0.0152,1
425814,425815,2,0,4.0,29164.0,0,0,0,0,0,0,0,100,0,0,200,25,188,0.0068,1
425817,425818,2,0,4.0,36800.0,1,0,87,0,87,0,0,0,0,0,174,20,160,0.0047,1
425818,425819,2,2,4.0,36300.0,0,0,0,0,0,0,0,92,0,0,184,14,176,0.005,1
425819,425820,2,1,4.0,29800.0,0,0,0,0,0,0,0,138,0,0,138,25,135,0.0046,1
425822,425823,2,2,4.0,34800.0,1,0,220,0,0,0,0,0,0,0,440,23,410,0.0126,1
425823,425824,2,0,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,103,17,97,0.0025,1
425824,425825,2,2,4.0,35800.0,0,0,0,0,169,0,0,169,0,0,338,25,332,0.0094,1
425826,425827,2,1,5.0,38800.0,2,0,0,0,0,0,0,0,0,0,36,5,28,0.0009,1
425828,425829,2,0,5.0,33800.0,0,0,0,0,0,0,0,102,0,0,102,25,92,0.003,1
425829,425830,2,0,7.0,50800.0,0,0,0,0,0,0,0,0,0,0,60,10,60,0.0011,1
